time,x_true,y_true,v_true,yaw_true,nkf_x,nkf_y,nkf_v,nkf_yaw,ekf_x,ekf_y,ekf_v,ekf_yaw,ukf_x,ukf_y,ukf_v,ukf_yaw,nkf_xy_error,nkf_v_error,nkf_yaw_error,ekf_xy_error,ekf_v_error,ekf_yaw_error,ukf_xy_error,ukf_v_error,ukf_yaw_error
7.4,11.7264,20.9199,3.52334,1.27218,10.8345,21.348,3.61405,1.39952,10.8599,21.3498,3.61063,1.39883,10.8228,21.3472,3.59068,1.40127,0.989365,0.0907142,0.127333,0.967286,0.0872884,0.126644,0.999543,0.0673384,0.129081
7.5,11.8301,21.2566,3.5488,1.31728,10.8638,21.6986,3.54899,1.40417,10.8708,21.7081,3.53384,1.40466,10.8836,21.6863,3.55508,1.40366,1.06255,0.000193843,0.0868918,1.0602,0.0149557,0.0873829,1.03944,0.00628128,0.086378
7.6,11.9191,21.6002,3.70135,1.33493,11.0097,22.0422,3.66513,1.3915,11.0059,22.0584,3.66392,1.39241,11.0309,22.026,3.64093,1.39131,1.01109,0.0362173,0.0565677,1.02172,0.0374312,0.0574744,0.984944,0.0604206,0.0563746
7.7,12.0056,21.96,3.72479,1.33912,11.1445,22.3996,3.76722,1.3856,11.1318,22.4212,3.77323,1.38679,11.162,22.3822,3.72526,1.38578,0.966793,0.0424318,0.0464824,0.988018,0.0484405,0.0476722,0.943366,0.000472553,0.0466653
7.8,12.0911,22.3226,3.81213,1.36674,11.3147,22.7021,3.69072,1.36432,11.3037,22.7215,3.68187,1.36572,11.3418,22.684,3.68169,1.36335,0.864197,0.121407,0.00242283,0.882709,0.130261,0.00102259,0.83194,0.130443,0.00339387
7.9,12.1684,22.6959,3.75346,1.38762,11.4893,23.0206,3.70232,1.34752,11.4787,23.0395,3.69346,1.34881,11.5179,23.0027,3.69598,1.34657,0.752728,0.0511385,0.0400996,0.770488,0.0599993,0.0388089,0.719242,0.0574735,0.0410453
8,12.2367,23.0649,3.66649,1.39603,11.5443,23.382,3.67024,1.35612,11.5305,23.4016,3.65472,1.35754,11.5783,23.3645,3.68049,1.35491,0.761583,0.00374927,0.0399065,0.782315,0.01177,0.0384932,0.723391,0.0140005,0.0411234
8.1,12.3005,23.426,3.72479,1.39799,11.4967,23.8153,3.74107,1.38727,11.4783,23.8377,3.73339,1.38875,11.5409,23.7917,3.73592,1.3859,0.893122,0.016278,0.0107178,0.919512,0.00859541,0.00923601,0.843058,0.0111285,0.0120909
8.2,12.3645,23.7929,3.72678,1.39798,11.7297,24.0724,3.63225,1.37554,11.739,24.0798,3.61048,1.37615,11.7184,24.0802,3.65942,1.37573,0.693617,0.094529,0.022445,0.688197,0.116296,0.0218277,0.707062,0.0673577,0.0222543
8.3,12.4286,24.1601,3.60153,1.40792,11.8654,24.4078,3.66671,1.36662,11.8888,24.4089,3.65349,1.36632,11.8431,24.4195,3.67592,1.36783,0.615312,0.0651833,0.0412973,0.594443,0.0519667,0.0416058,0.640399,0.0743977,0.0400866
8.4,12.487,24.5154,3.46807,1.38785,11.8364,24.8325,3.74895,1.39743,11.8769,24.8267,3.74491,1.39622,11.7962,24.85,3.73635,1.3999,0.723771,0.280878,0.00958571,0.684946,0.276835,0.00837406,0.767521,0.268277,0.012057
8.5,12.5501,24.8565,3.46286,1.41147,11.8959,25.1757,3.66801,1.4161,11.9439,25.1649,3.64882,1.41524,11.8333,25.2072,3.68584,1.41829,0.727925,0.205142,0.00463216,0.68019,0.185961,0.0037662,0.798048,0.222977,0.00681707
8.6,12.605,25.1984,3.71296,1.42608,11.8903,25.5382,3.59089,1.44345,11.9415,25.5249,3.56349,1.44301,11.8253,25.574,3.62962,1.44451,0.791378,0.122069,0.0173608,0.739536,0.149469,0.0169266,0.865506,0.0833363,0.0184216
8.7,12.6586,25.5658,3.65524,1.38448,11.8905,25.9134,3.59838,1.45875,11.9389,25.9021,3.57988,1.45811,11.8295,25.9461,3.62328,1.4601,0.84307,0.0568613,0.0742733,0.794423,0.0753595,0.0736273,0.912135,0.0319543,0.0756159
8.8,12.7263,25.925,3.62723,1.38207,12.0632,26.1955,3.53378,1.4392,12.1154,26.1821,3.51358,1.43858,11.9999,26.2305,3.56401,1.44016,0.716153,0.0934432,0.0571218,0.662804,0.113641,0.0565018,0.788077,0.0632113,0.0580848
8.9,12.7943,26.2813,3.67575,1.41005,12.158,26.5309,3.55952,1.4359,12.2205,26.5141,3.55013,1.43451,12.078,26.5708,3.56784,1.4383,0.683534,0.116228,0.0258528,0.619274,0.125618,0.0244601,0.772657,0.10791,0.0282484
9,12.8532,26.6441,3.75655,1.43966,12.2604,26.8792,3.63375,1.43404,12.3333,26.8595,3.63661,1.43203,12.1585,26.9241,3.61197,1.43792,0.637704,0.122806,0.00562109,0.562723,0.119942,0.00762257,0.748985,0.144584,0.00173658
9.1,12.9023,27.0165,3.83708,1.4396,12.2538,27.287,3.7356,1.45501,12.3318,27.267,3.74601,1.45281,12.1383,27.3326,3.68952,1.45965,0.702632,0.101483,0.015412,0.623055,0.0910725,0.013215,0.826751,0.147557,0.0200564
